Train,Time,Track,Station,Accessible
Atlantic City,1:18 AM,Track Siding,Cherry Hill Station,True
Hoboken -SEC,"10:36 AM
           in 16 Min",Track 2,Clifton Station,False
Suffern,11:13 AM,Track 1,Clifton Station,False
Hoboken -SEC,11:36 AM,Track 2,Clifton Station,False
Suffern,12:13 PM,Track 1,Clifton Station,False
Hoboken -SEC,12:37 PM,Track 2,Clifton Station,False
Waldwick,1:14 PM,Track 1,Clifton Station,False
Hoboken -SEC,1:36 PM,Track 2,Clifton Station,False
Waldwick,2:12 PM,Track 1,Clifton Station,False
Hoboken -SEC,2:34 PM,Track 2,Clifton Station,False
Suffern,3:15 PM,Track 1,Clifton Station,False
Hoboken -SEC,3:29 PM,Track 2,Clifton Station,False
Hoboken -SEC,4:00 PM,Track 2,Clifton Station,False
Waldwick,4:03 PM,Track 1,Clifton Station,False
Hoboken -SEC,4:48 PM,Track 2,Clifton Station,False
Ridgewood,4:56 PM,Track 1,Clifton Station,False
Hoboken -SEC,5:37 PM,Track 2,Clifton Station,False
Waldwick,5:43 PM,Track 1,Clifton Station,False
Waldwick,6:15 PM,Track 1,Clifton Station,False
Hoboken -SEC,6:29 PM,Track 2,Clifton Station,False
New York -SEC,"10:31 AM
           in 7 Min",Track 2,Convent Station,False
Dover,11:05 AM,Track 1,Convent Station,False
New York -SEC,11:15 AM,Track 2,Convent Station,False
Dover,11:48 AM,Track 1,Convent Station,False
New York -SEC,12:22 PM,Track 2,Convent Station,False
Dover,12:48 PM,Track 1,Convent Station,False
Hoboken,12:56 PM,Track 2,Convent Station,False
New York -SEC,1:22 PM,Track 2,Convent Station,False
Dover,1:49 PM,Track 1,Convent Station,False
New York,2:22 PM,Track 2,Convent Station,False
Dover,2:57 PM,Track 1,Convent Station,False
New York -SEC,3:05 PM,Track 2,Convent Station,False
Hackettstown,3:17 PM,Track 1,Convent Station,False
Dover,3:36 PM,Track 1,Convent Station,False
New York,3:43 PM,Track 2,Convent Station,False
New York -SEC,4:08 PM,Track 2,Convent Station,False
Dover,4:16 PM,Track 1,Convent Station,False
New York -SEC,4:26 PM,Track 2,Convent Station,False
Hoboken,4:42 PM,Track 2,Convent Station,False
High Bridge,"10:19 AM
           in 3 Min",Track 1,Cranford Station,True
New York -SEC,"10:30 AM
           in 6 Min",Track 2,Cranford Station,True
Raritan,11:16 AM,Track 1,Cranford Station,True
New York -SEC,11:27 AM,Track 2,Cranford Station,True
Raritan,12:16 PM,Track 1,Cranford Station,True
New York -SEC,12:26 PM,Track 2,Cranford Station,True
High Bridge,1:18 PM,Track 1,Cranford Station,True
New York -SEC,1:28 PM,Track 2,Cranford Station,True
Raritan,2:16 PM,Track 1,Cranford Station,True
Newark Penn,2:28 PM,Track 2,Cranford Station,True
High Bridge,3:17 PM,Track 1,Cranford Station,True
Newark Penn,3:28 PM,Track 2,Cranford Station,True
Newark Penn,4:12 PM,Track 2,Cranford Station,True
Raritan,4:29 PM,Track 1,Cranford Station,True
Newark Penn,4:49 PM,Track 2,Cranford Station,True
High Bridge,5:03 PM,Track 1,Cranford Station,True
Raritan,5:34 PM,Track 1,Cranford Station,True
Raritan,6:01 PM,Track 1,Cranford Station,True
Newark Penn,6:01 PM,Track 2,Cranford Station,True
Hoboken -SEC,"10:43 AM
           in 23 Min",Track 2,Delawanna Station,False
Suffern,11:06 AM,Track 1,Delawanna Station,False
Hoboken -SEC,11:43 AM,Track 2,Delawanna Station,False
Suffern,12:06 PM,Track 1,Delawanna Station,False
Hoboken -SEC,12:43 PM,Track 2,Delawanna Station,False
Waldwick,1:07 PM,Track 1,Delawanna Station,False
Hoboken -SEC,1:43 PM,Track 2,Delawanna Station,False
Waldwick,2:05 PM,Track 1,Delawanna Station,False
Hoboken -SEC,2:41 PM,Track 2,Delawanna Station,False
Suffern,3:07 PM,Track 1,Delawanna Station,False
Hoboken -SEC,3:35 PM,Track 2,Delawanna Station,False
Waldwick,3:57 PM,Track 1,Delawanna Station,False
Hoboken -SEC,4:07 PM,Track 2,Delawanna Station,False
Ridgewood,4:49 PM,Track 1,Delawanna Station,False
Hoboken -SEC,4:54 PM,Track 2,Delawanna Station,False
Waldwick,5:35 PM,Track 1,Delawanna Station,False
Hoboken -SEC,5:43 PM,Track 2,Delawanna Station,False
Waldwick,6:07 PM,Track 1,Delawanna Station,False
Hoboken -SEC,6:36 PM,Track 2,Delawanna Station,False
Hackettstown,"10:39 AM
           in 15 Min",Track 1,Denville Station,True
New York -SEC,10:58 AM,Track 2,Denville Station,True
Dover,11:23 AM,Track 1,Denville Station,True
Dover,12:04 PM,Track 1,Denville Station,True
New York -SEC,12:07 PM,Track 2,Denville Station,True
Hoboken,12:40 PM,Track 2,Denville Station,True
Dover,1:04 PM,Track 1,Denville Station,True
New York -SEC,1:07 PM,Track 2,Denville Station,True
Dover,2:05 PM,Track 1,Denville Station,True
New York,2:07 PM,Track 2,Denville Station,True
New York -SEC,2:48 PM,Track 2,Denville Station,True
Dover,3:16 PM,Track 1,Denville Station,True
Dover,3:22 PM,Track Single,Denville Station,True
New York,3:28 PM,Track 2,Denville Station,True
Hackettstown,3:35 PM,Track 1,Denville Station,True
New York -SEC,3:53 PM,Track 2,Denville Station,True
Dover,3:55 PM,Track 1,Denville Station,True
New York -SEC,4:10 PM,Track 2,Denville Station,True
Hoboken,4:26 PM,Track 2,Denville Station,True
Hackettstown,"10:46 AM
           in 22 Min",Track 1,Dover Station,True
New York -SEC,"10:49 AM
           in 24 Min",Track 2,Dover Station,True
New York -SEC,11:58 AM,Track 2,Dover Station,True
Hoboken,12:32 PM,Track 1,Dover Station,True
New York -SEC,12:58 PM,Track 2,Dover Station,True
New York,1:58 PM,Track 2,Dover Station,True
New York -SEC,2:39 PM,Track 2,Dover Station,True
New York,3:20 PM,Track 2,Dover Station,True
Hackettstown,3:42 PM,Track 1,Dover Station,True
New York -SEC,3:45 PM,Track 2,Dover Station,True
New York -SEC,4:03 PM,Track 2,Dover Station,True
Hoboken,4:19 PM,Track 1,Dover Station,True
New York -SEC,4:48 PM,Track 2,Dover Station,True
Mount Olive,5:13 PM,Track 1,Dover Station,True
New York -SEC,5:15 PM,Track 2,Dover Station,True
Hoboken,5:26 PM,Track 2,Dover Station,True
New York,5:50 PM,Track 2,Dover Station,True
Hackettstown,6:02 PM,Track 1,Dover Station,True
Hoboken,6:21 PM,Track 2,Dover Station,True
High Bridge,"10:42 AM
           in 19 Min",Track 1,Dunellen Station,False
New York -SEC,11:04 AM,Track 2,Dunellen Station,False
Raritan,11:39 AM,Track 1,Dunellen Station,False
New York -SEC,12:03 PM,Track 2,Dunellen Station,False
Raritan,12:39 PM,Track 1,Dunellen Station,False
New York -SEC,1:06 PM,Track 2,Dunellen Station,False
High Bridge,1:40 PM,Track 1,Dunellen Station,False
Newark Penn,2:04 PM,Track 2,Dunellen Station,False
Raritan,2:39 PM,Track 1,Dunellen Station,False
Newark Penn,3:04 PM,Track 2,Dunellen Station,False
High Bridge,3:39 PM,Track 1,Dunellen Station,False
Newark Penn,3:51 PM,Track 2,Dunellen Station,False
Newark Penn,4:27 PM,Track 2,Dunellen Station,False
Raritan,4:52 PM,Track 1,Dunellen Station,False
High Bridge,5:27 PM,Track 1,Dunellen Station,False
Newark Penn,5:40 PM,Track 2,Dunellen Station,False
Raritan,5:54 PM,Track 1,Dunellen Station,False
High Bridge,6:03 PM,Track 1,Dunellen Station,False
Newark Penn,6:08 PM,Track 2,Dunellen Station,False
Gladstone,10:59 AM,Track 3,East Orange Station,True
Hoboken,11:14 AM,Track 2,East Orange Station,True
Gladstone,11:59 AM,Track 3,East Orange Station,True
Hoboken,12:07 PM,Track 2,East Orange Station,True
Gladstone,12:59 PM,Track 3,East Orange Station,True
Hoboken,1:08 PM,Track 2,East Orange Station,True
Hoboken,1:37 PM,Track 2,East Orange Station,True
Gladstone,2:00 PM,Track 3,East Orange Station,True
Hoboken,2:08 PM,Track 2,East Orange Station,True
Gladstone,3:04 PM,Track 3,East Orange Station,True
Hoboken,3:08 PM,Track 2,East Orange Station,True
Summit,3:52 PM,Track 3,East Orange Station,True
Hoboken,4:10 PM,Track 2,East Orange Station,True
New York,4:24 PM,Track 2,East Orange Station,True
Summit,4:29 PM,Track 3,East Orange Station,True
Hoboken,4:57 PM,Track 2,East Orange Station,True
Summit,5:06 PM,Track 3,East Orange Station,True
Hoboken,5:12 PM,Track 2,East Orange Station,True
Hoboken,5:23 PM,Track 2,East Orange Station,True
Trenton,"10:29 AM
           in 14 Min",Track 4,Edison Station,True
New York -SEC ✈,"10:44 AM
           in 21 Min",Track 1,Edison Station,True
Trenton,"10:54 AM
           in 30 Min",Track 4,Edison Station,True
New York -SEC ✈,11:14 AM,Track 1,Edison Station,True
Trenton,11:29 AM,Track 4,Edison Station,True
New York -SEC ✈,12:01 PM,Track 1,Edison Station,True
Trenton,12:03 PM,Track 4,Edison Station,True
New York -SEC ✈,12:24 PM,Track 1,Edison Station,True
Trenton,12:30 PM,Track 4,Edison Station,True
New York -SEC ✈,12:52 PM,Track 1,Edison Station,True
Trenton,12:56 PM,Track 4,Edison Station,True
New York -SEC ✈,1:22 PM,Track 1,Edison Station,True
Trenton,1:30 PM,Track 4,Edison Station,True
New York -SEC ✈,1:40 PM,Track 1,Edison Station,True
Trenton,1:58 PM,Track 4,Edison Station,True
New York -SEC ✈,2:16 PM,Track 1,Edison Station,True
Trenton,2:26 PM,Track 4,Edison Station,True
New York -SEC ✈,2:44 PM,Track 1,Edison Station,True
Trenton,3:01 PM,Track 4,Edison Station,True
Atlantic City,"10:25 AM
           All Aboard",Track Single,Egg Harbor City Station,True
Philadelphia,"10:36 AM
           in 11 Min",Track Single,Egg Harbor City Station,True
Atlantic City,12:17 PM,Track Single,Egg Harbor City Station,True
Philadelphia,12:28 PM,Track Single,Egg Harbor City Station,True
Atlantic City,2:09 PM,Track Single,Egg Harbor City Station,True
Philadelphia,2:19 PM,Track Single,Egg Harbor City Station,True
Atlantic City,4:00 PM,Track Single,Egg Harbor City Station,True
Philadelphia,4:11 PM,Track Single,Egg Harbor City Station,True
Philadelphia,5:20 PM,Track Single,Egg Harbor City Station,True
Atlantic City,5:52 PM,Track Single,Egg Harbor City Station,True
Atlantic City,7:04 PM,Track Single,Egg Harbor City Station,True
Philadelphia,7:15 PM,Track Single,Egg Harbor City Station,True
Atlantic City,8:14 PM,Track Single,Egg Harbor City Station,True
Philadelphia,9:14 PM,Track Single,Egg Harbor City Station,True
Atlantic City,10:12 PM,Track Single,Egg Harbor City Station,True
Philadelphia,11:12 PM,Track Single,Egg Harbor City Station,True
Atlantic City,12:09 AM,Track Single,Egg Harbor City Station,True
Atlantic City,2:01 AM,Track Single,Egg Harbor City Station,True
Long Branch,"10:42 AM
           in 18 Min",Track 2,Elberon Station,True
Bay Head,11:32 AM,Track 1,Elberon Station,True
Long Branch,11:40 AM,Track 2,Elberon Station,True
Bay Head,12:30 PM,Track 1,Elberon Station,True
Long Branch,1:41 PM,Track 2,Elberon Station,True
Bay Head,2:30 PM,Track 1,Elberon Station,True
Long Branch,3:32 PM,Track 2,Elberon Station,True
Bay Head,4:30 PM,Track 1,Elberon Station,True
Long Branch,4:32 PM,Track 2,Elberon Station,True
Bay Head,5:19 PM,Track 1,Elberon Station,True
Long Branch,6:02 PM,Track 2,Elberon Station,True
Bay Head,6:02 PM,Track 1,Elberon Station,True
Bay Head,6:33 PM,Track 1,Elberon Station,True
Bay Head,7:15 PM,Track 1,Elberon Station,True
Bay Head,7:29 PM,Track 1,Elberon Station,True
Long Branch,7:57 PM,Track 2,Elberon Station,True
Bay Head,8:05 PM,Track 1,Elberon Station,True
Bay Head,8:36 PM,Track 1,Elberon Station,True
Long Branch,8:57 PM,Track 2,Elberon Station,True
Trenton,"10:31 AM
           in 7 Min",Track 4,Elizabeth Station,True
New York -SEC ✈,11:01 AM,Track 1,Elizabeth Station,True
Trenton,11:04 AM,Track 4,Elizabeth Station,True
New York -SEC ✈,11:11 AM,Track 1,Elizabeth Station,True
Long Branch,11:14 AM,Track 4,Elizabeth Station,True
Trenton,11:39 AM,Track 4,Elizabeth Station,True
New York -SEC ✈,11:43 AM,Track 1,Elizabeth Station,True
Long Branch,11:54 AM,Track 4,Elizabeth Station,True
New York -SEC ✈,12:03 PM,Track 1,Elizabeth Station,True
Trenton,12:06 PM,Track 4,Elizabeth Station,True
New York -SEC ✈,12:29 PM,Track 1,Elizabeth Station,True
Trenton,12:31 PM,Track 4,Elizabeth Station,True
New York -SEC ✈,12:51 PM,Track 1,Elizabeth Station,True
New York -SEC ✈,1:01 PM,Track 1,Elizabeth Station,True
Trenton,1:04 PM,Track 4,Elizabeth Station,True
Long Branch,1:16 PM,Track 4,Elizabeth Station,True
New York -SEC ✈,1:19 PM,Track 1,Elizabeth Station,True
Trenton,1:34 PM,Track 4,Elizabeth Station,True
New York -SEC ✈,1:49 PM,Track 1,Elizabeth Station,True
Spring Valley,"10:40 AM
           in 18 Min",Track Single,Emerson Station,False
Hoboken -SEC,11:21 AM,Track Single,Emerson Station,False
Spring Valley,12:04 PM,Track Single,Emerson Station,False
Hoboken -SEC,12:46 PM,Track Single,Emerson Station,False
Spring Valley,1:14 PM,Track Single,Emerson Station,False
Spring Valley,2:31 PM,Track Single,Emerson Station,False
Hoboken -SEC,3:12 PM,Track Single,Emerson Station,False
Spring Valley,3:38 PM,Track Single,Emerson Station,False
Hoboken -SEC,4:20 PM,Track Single,Emerson Station,False
Spring Valley,4:47 PM,Track Single,Emerson Station,False
Spring Valley,5:23 PM,Track Single,Emerson Station,False
Spring Valley,5:46 PM,Track Single,Emerson Station,False
Spring Valley,6:26 PM,Track Single,Emerson Station,False
Spring Valley,6:45 PM,Track Single,Emerson Station,False
Spring Valley,7:04 PM,Track Single,Emerson Station,False
Spring Valley,7:33 PM,Track Single,Emerson Station,False
Spring Valley,8:12 PM,Track Single,Emerson Station,False
Spring Valley,9:05 PM,Track Single,Emerson Station,False
Hoboken -SEC,9:44 PM,Track Single,Emerson Station,False
Spring Valley,"10:23 AM
           in 4 Min",Track Single,Essex Street Station (PVL),True
Hoboken -SEC,11:38 AM,Track Single,Essex Street Station (PVL),True
Spring Valley,11:47 AM,Track Single,Essex Street Station (PVL),True
Spring Valley,12:57 PM,Track Single,Essex Street Station (PVL),True
Hoboken -SEC,1:08 PM,Track Single,Essex Street Station (PVL),True
Hoboken -SEC,2:03 PM,Track Single,Essex Street Station (PVL),True
Spring Valley,2:14 PM,Track Single,Essex Street Station (PVL),True
Hoboken -SEC,3:34 PM,Track Single,Essex Street Station (PVL),True
New Bridge Landing,3:43 PM,Track Single,Essex Street Station (PVL),True
Spring Valley,4:30 PM,Track Single,Essex Street Station (PVL),True
Hoboken -SEC,4:41 PM,Track Single,Essex Street Station (PVL),True
Spring Valley,5:05 PM,Track Single,Essex Street Station (PVL),True
Spring Valley,5:28 PM,Track Single,Essex Street Station (PVL),True
Spring Valley,6:06 PM,Track Single,Essex Street Station (PVL),True
Spring Valley,6:25 PM,Track Single,Essex Street Station (PVL),True
Spring Valley,6:45 PM,Track Single,Essex Street Station (PVL),True
Spring Valley,7:15 PM,Track Single,Essex Street Station (PVL),True
Spring Valley,7:55 PM,Track Single,Essex Street Station (PVL),True
Spring Valley,8:48 PM,Track Single,Essex Street Station (PVL),True
Boston,"10:18 AM
           All Aboard",Track 1,EWR Newark Airport Station,True
Trenton,"10:26 AM
           in 2 Min",Track 5,EWR Newark Airport Station,True
New York -SEC,"10:28 AM
           in 4 Min",Track A,EWR Newark Airport Station,True
New York -SEC,"10:47 AM
           in 22 Min",Track A,EWR Newark Airport Station,True
Trenton,11:00 AM,Track 5,EWR Newark Airport Station,True
New York -SEC,11:06 AM,Track A,EWR Newark Airport Station,True
Long Branch,11:08 AM,Track 5,EWR Newark Airport Station,True
New York -SEC,11:18 AM,Track A,EWR Newark Airport Station,True
Washington,11:24 AM,Track 4,EWR Newark Airport Station,True
Trenton,11:33 AM,Track 5,EWR Newark Airport Station,True
Long Branch,11:48 AM,Track 5,EWR Newark Airport Station,True
New York -SEC,11:48 AM,Track A,EWR Newark Airport Station,True
Trenton,12:01 PM,Track 5,EWR Newark Airport Station,True
New York -SEC,12:10 PM,Track A,EWR Newark Airport Station,True
Trenton,12:25 PM,Track 5,EWR Newark Airport Station,True
New York,12:33 PM,Track 1,EWR Newark Airport Station,True
New York -SEC,12:34 PM,Track A,EWR Newark Airport Station,True
Long Branch,12:37 PM,Track 5,EWR Newark Airport Station,True
New York -SEC,12:55 PM,Track A,EWR Newark Airport Station,True
High Bridge,"10:30 AM
           in 10 Min",Track 1,Fanwood Station,False
New York -SEC,11:15 AM,Track 1,Fanwood Station,False
Raritan,11:27 AM,Track 1,Fanwood Station,False
New York -SEC,12:15 PM,Track 1,Fanwood Station,False
Raritan,12:27 PM,Track 1,Fanwood Station,False
New York -SEC,1:17 PM,Track 1,Fanwood Station,False
High Bridge,1:29 PM,Track 1,Fanwood Station,False
Newark Penn,2:16 PM,Track 1,Fanwood Station,False
Raritan,2:27 PM,Track 1,Fanwood Station,False
Newark Penn,3:16 PM,Track 2,Fanwood Station,False
High Bridge,3:28 PM,Track 1,Fanwood Station,False
Newark Penn,4:03 PM,Track 2,Fanwood Station,False
Newark Penn,4:38 PM,Track 2,Fanwood Station,False
Raritan,4:40 PM,Track 1,Fanwood Station,False
High Bridge,5:15 PM,Track 1,Fanwood Station,False
Raritan,5:43 PM,Track 1,Fanwood Station,False
Newark Penn,5:50 PM,Track 2,Fanwood Station,False
Raritan,6:13 PM,Track 1,Fanwood Station,False
Newark Penn,6:20 PM,Track 2,Fanwood Station,False
Gladstone,11:01 AM,Track Single,Far Hills Station,False
Hoboken,11:06 AM,Track Single,Far Hills Station,False
Gladstone,12:01 PM,Track Single,Far Hills Station,False
Hoboken,12:06 PM,Track Single,Far Hills Station,False
Gladstone,1:01 PM,Track Single,Far Hills Station,False
Hoboken,1:06 PM,Track Single,Far Hills Station,False
Gladstone,2:02 PM,Track Single,Far Hills Station,False
Hoboken,2:06 PM,Track Single,Far Hills Station,False
Gladstone,3:01 PM,Track Single,Far Hills Station,False
Hoboken,3:03 PM,Track Single,Far Hills Station,False
Gladstone,4:03 PM,Track Single,Far Hills Station,False
Hoboken,4:06 PM,Track Single,Far Hills Station,False
Hoboken,5:01 PM,Track Single,Far Hills Station,False
Gladstone,5:39 PM,Track Single,Far Hills Station,False
Gladstone,6:17 PM,Track Single,Far Hills Station,False
Gladstone,6:42 PM,Track Single,Far Hills Station,False
Gladstone,6:54 PM,Track Single,Far Hills Station,False
Gladstone,7:13 PM,Track Single,Far Hills Station,False
Gladstone,7:30 PM,Track Single,Far Hills Station,False
Hoboken -SEC,"10:44 AM
           in 22 Min",Track 2,Garfield Station,True
Ridgewood,11:04 AM,Track 1,Garfield Station,True
Hoboken -SEC,11:44 AM,Track 2,Garfield Station,True
Ridgewood,12:04 PM,Track 1,Garfield Station,True
Hoboken -SEC,12:43 PM,Track 2,Garfield Station,True
Suffern,1:04 PM,Track 1,Garfield Station,True
Hoboken -SEC,1:45 PM,Track 2,Garfield Station,True
Suffern,2:04 PM,Track 1,Garfield Station,True
Hoboken -SEC,2:40 PM,Track 2,Garfield Station,True
Suffern,3:00 PM,Track 1,Garfield Station,True
Suffern,3:47 PM,Track 1,Garfield Station,True
Hoboken -SEC,3:51 PM,Track 2,Garfield Station,True
Waldwick,4:44 PM,Track 1,Garfield Station,True
Waldwick,5:54 PM,Track 1,Garfield Station,True
Suffern,7:03 PM,Track 1,Garfield Station,True
Suffern,7:44 PM,Track 1,Garfield Station,True
Suffern,8:38 PM,Track 1,Garfield Station,True
Suffern,9:36 PM,Track 1,Garfield Station,True
Waldwick,10:42 PM,Track 1,Garfield Station,True
High Bridge,"10:22 AM
           in 3 Min",Track 1,Garwood Station,False
New York -SEC,"10:27 AM
           in 3 Min",Track 2,Garwood Station,False
Raritan,11:19 AM,Track 1,Garwood Station,False
New York -SEC,11:24 AM,Track 2,Garwood Station,False
Raritan,12:19 PM,Track 1,Garwood Station,False
New York -SEC,12:23 PM,Track 2,Garwood Station,False
High Bridge,1:21 PM,Track 1,Garwood Station,False
New York -SEC,1:25 PM,Track 2,Garwood Station,False
Raritan,2:19 PM,Track 1,Garwood Station,False
Newark Penn,2:24 PM,Track 2,Garwood Station,False
High Bridge,3:20 PM,Track 1,Garwood Station,False
Newark Penn,3:25 PM,Track 2,Garwood Station,False
Raritan,4:32 PM,Track 1,Garwood Station,False
Newark Penn,4:45 PM,Track 2,Garwood Station,False
High Bridge,5:06 PM,Track 1,Garwood Station,False
Newark Penn,5:58 PM,Track 2,Garwood Station,False
Raritan,6:04 PM,Track 1,Garwood Station,False
Newark Penn,6:28 PM,Track 2,Garwood Station,False
Raritan,6:54 PM,Track 1,Garwood Station,False
Hoboken,"10:26 AM
           in 3 Min",Track Single,Gillette Station,False
Gladstone,"10:39 AM
           in 15 Min",Track Single,Gillette Station,False
Hoboken,11:26 AM,Track Single,Gillette Station,False
Gladstone,11:39 AM,Track Single,Gillette Station,False
Hoboken,12:26 PM,Track Single,Gillette Station,False
Gladstone,12:39 PM,Track Single,Gillette Station,False
Hoboken,1:26 PM,Track Single,Gillette Station,False
Gladstone,1:39 PM,Track Single,Gillette Station,False
Hoboken,2:26 PM,Track Single,Gillette Station,False
Gladstone,2:39 PM,Track Single,Gillette Station,False
Hoboken,3:23 PM,Track Single,Gillette Station,False
Gladstone,3:41 PM,Track Single,Gillette Station,False
Bernardsville,4:25 PM,Track Single,Gillette Station,False
Hoboken,4:33 PM,Track Single,Gillette Station,False
Gladstone,5:18 PM,Track Single,Gillette Station,False
Hoboken,5:26 PM,Track Single,Gillette Station,False
Gladstone,5:57 PM,Track Single,Gillette Station,False
Gladstone,6:18 PM,Track Single,Gillette Station,False
Gladstone,6:31 PM,Track Single,Gillette Station,False
Hoboken,10:56 AM,Track Single,Gladstone Station,True
Hoboken,11:56 AM,Track Single,Gladstone Station,True
Hoboken,12:56 PM,Track Single,Gladstone Station,True
Hoboken,1:56 PM,Track Single,Gladstone Station,True
Hoboken,2:54 PM,Track Single,Gladstone Station,True
Hoboken,3:55 PM,Track Single,Gladstone Station,True
Hoboken,4:53 PM,Track Single,Gladstone Station,True
Hoboken,9:31 PM,Track Single,Gladstone Station,True
Hoboken,10:49 PM,Track Single,Gladstone Station,True
Hoboken,11:53 PM,Track Single,Gladstone Station,True
New York -SEC,"10:22 AM
           All Aboard",Track 2,Glen Ridge Station,False
MSU,11:01 AM,Track 1,Glen Ridge Station,False
New York -SEC,11:10 AM,Track 2,Glen Ridge Station,False
MSU,12:01 PM,Track 1,Glen Ridge Station,False
New York -SEC,12:07 PM,Track 2,Glen Ridge Station,False
MSU,1:01 PM,Track 1,Glen Ridge Station,False
New York -SEC,1:07 PM,Track 2,Glen Ridge Station,False
MSU,2:01 PM,Track 1,Glen Ridge Station,False
New York -SEC,2:07 PM,Track 2,Glen Ridge Station,False
Dover,2:28 PM,Track 1,Glen Ridge Station,False
New York -SEC,3:04 PM,Track 2,Glen Ridge Station,False
MSU,3:23 PM,Track 1,Glen Ridge Station,False
Denville,4:00 PM,Track 1,Glen Ridge Station,False
MSU,4:18 PM,Track 1,Glen Ridge Station,False
New York -SEC,4:36 PM,Track 2,Glen Ridge Station,False
Hackettstown,4:58 PM,Track 1,Glen Ridge Station,False
MSU,5:21 PM,Track 1,Glen Ridge Station,False
New York -SEC,5:24 PM,Track 2,Glen Ridge Station,False
MSU,5:51 PM,Track 1,Glen Ridge Station,False
Port Jervis,"10:25 AM
           in 3 Min",Track BC 1,Glen Rock Boro Hall Station,True
Hoboken -SEC,"10:29 AM
           in 7 Min",Track BC 2,Glen Rock Boro Hall Station,True
Ridgewood,11:19 AM,Track BC 1,Glen Rock Boro Hall Station,True
Hoboken -SEC,11:29 AM,Track 2,Glen Rock Boro Hall Station,True
Ridgewood,12:19 PM,Track BC 1,Glen Rock Boro Hall Station,True
Hoboken -SEC,12:29 PM,Track 2,Glen Rock Boro Hall Station,True
Suffern,1:19 PM,Track BC 1,Glen Rock Boro Hall Station,True
Hoboken -SEC,1:30 PM,Track 2,Glen Rock Boro Hall Station,True
Suffern,2:20 PM,Track BC 1,Glen Rock Boro Hall Station,True
Hoboken -SEC,2:25 PM,Track 2,Glen Rock Boro Hall Station,True
Suffern,3:16 PM,Track BC 1,Glen Rock Boro Hall Station,True
Hoboken -SEC,3:37 PM,Track 2,Glen Rock Boro Hall Station,True
Suffern,4:02 PM,Track BC 1,Glen Rock Boro Hall Station,True
Hoboken -SEC,4:53 PM,Track 2,Glen Rock Boro Hall Station,True
Waldwick,4:59 PM,Track BC 1,Glen Rock Boro Hall Station,True
Suffern,5:24 PM,Track BC 1,Glen Rock Boro Hall Station,True
Ridgewood,5:37 PM,Track BC 1,Glen Rock Boro Hall Station,True
Hoboken -SEC,5:41 PM,Track 2,Glen Rock Boro Hall Station,True
Suffern,5:54 PM,Track BC 1,Glen Rock Boro Hall Station,True
Hoboken -SEC,"10:22 AM
           All Aboard",Track 2,Glen Rock Main Line Station,False
Hoboken -SEC,11:22 AM,Track 2,Glen Rock Main Line Station,False
Suffern,11:28 AM,Track 1,Glen Rock Main Line Station,False
Hoboken -SEC,12:22 PM,Track 2,Glen Rock Main Line Station,False
Suffern,12:27 PM,Track 1,Glen Rock Main Line Station,False
Hoboken -SEC,1:22 PM,Track 2,Glen Rock Main Line Station,False
Waldwick,1:28 PM,Track 1,Glen Rock Main Line Station,False
Hoboken -SEC,2:20 PM,Track 2,Glen Rock Main Line Station,False
Waldwick,2:26 PM,Track 1,Glen Rock Main Line Station,False
Hoboken -SEC,3:15 PM,Track 2,Glen Rock Main Line Station,False
Suffern,3:29 PM,Track 1,Glen Rock Main Line Station,False
Hoboken -SEC,3:46 PM,Track 2,Glen Rock Main Line Station,False
Waldwick,4:18 PM,Track 1,Glen Rock Main Line Station,False
Hoboken -SEC,4:33 PM,Track 2,Glen Rock Main Line Station,False
Ridgewood,5:11 PM,Track 1,Glen Rock Main Line Station,False
Hoboken -SEC,5:23 PM,Track 2,Glen Rock Main Line Station,False
Waldwick,5:58 PM,Track 1,Glen Rock Main Line Station,False
Hoboken -SEC,6:15 PM,Track 2,Glen Rock Main Line Station,False
Waldwick,6:30 PM,Track 1,Glen Rock Main Line Station,False
Hoboken,11:58 AM,Track Single,Hackettstown Station,True
Hoboken,4:51 PM,Track Single,Hackettstown Station,True
Hoboken,7:06 PM,Track Single,Hackettstown Station,True
Hoboken,8:32 PM,Track Single,Hackettstown Station,True
Trenton,"10:38 AM
           Cancelled",Track 4,Hamilton Station,True
New York -SEC ✈,"10:47 AM
           in 22 Min",Track 1,Hamilton Station,True
Trenton,10:58 AM,Track 4,Hamilton Station,True
Trenton,11:19 AM,Track 4,Hamilton Station,True
New York -SEC ✈,11:34 AM,Track 1,Hamilton Station,True
New York -SEC ✈,11:58 AM,Track 1,Hamilton Station,True
Trenton,12:02 PM,Track 4,Hamilton Station,True
New York -SEC ✈,12:27 PM,Track 1,Hamilton Station,True
Trenton,12:36 PM,Track 4,Hamilton Station,True
New York -SEC ✈,12:56 PM,Track 1,Hamilton Station,True
Trenton,12:59 PM,Track 4,Hamilton Station,True
New York -SEC ✈,1:15 PM,Track 1,Hamilton Station,True
Trenton,1:24 PM,Track 4,Hamilton Station,True
New York -SEC ✈,1:50 PM,Track 1,Hamilton Station,True
Trenton,1:58 PM,Track 4,Hamilton Station,True
New York -SEC ✈,2:18 PM,Track 1,Hamilton Station,True
Trenton,2:26 PM,Track 4,Hamilton Station,True
Trenton,2:53 PM,Track 4,Hamilton Station,True
New York -SEC ✈,3:05 PM,Track 1,Hamilton Station,True
